Disease,Specialist,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Description,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
Migraine,Neurologist,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability,,,,,,,,,,"A migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. It's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. Migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Neurologist,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Neurologist,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Neurologist,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Neurologist,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance,,,,,,,,,,,,,,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Neurologist,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,,,,,,,,,,,,,,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical spondylosis,Neurologist,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,,,,,,,,,,,,,,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Neurologist,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Neurologist,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Neurologist,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Neurologist,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,,,,,,,,,,,,,,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),Neurologist,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,,,,,,,,,,,,,,,"Intracerebral hemorrhage (ICH) is when blood suddenly bursts into brain tissue, causing damage to your brain. Symptoms usually appear suddenly during ICH. They include headache, weakness, confusion, and paralysis, particularly on one side of your body.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, vomiting, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, vomiting, fatigue, weight_loss, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, dark_urine, abdominal_pain,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, abdominal_pain,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaundice,Gastroenterologist,Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine,,,,,,,,,,,"Yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. The yellowing extends to other tissues and body fluids. Jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, muscle_pain,,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, chills, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, chills, vomiting, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, chills, vomiting, high_fever, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, chills, vomiting, high_fever, sweating, nausea, diarrhoea, muscle_pain,,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaria,Internal Medcine,Malaria, chills, vomiting, high_fever, sweating, headache, diarrhoea, muscle_pain,,,,,,,,,,,An infectious disease caused by protozoan parasites from the Plasmodium family that can be transmitted by the bite of the Anopheles mosquito or by a contaminated needle or transfusion. Falciparum malaria is the most deadly type.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken pox,Dermatologist,Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken pox,Dermatologist,Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken pox,Dermatologist,Chicken pox,itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken pox,Dermatologist,Chicken pox,itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken pox,Dermatologist,Chicken pox,itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken pox,Dermatologist,Chicken pox,itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
