Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17,Symptom 18,Symptom 19,Symptom 20,Symptom 21,Symptom 22,Symptom 23,Symptom 24,Symptom 25,Symptom 26,Symptom 27,Symptom 28
Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,,,,,,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,neck pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,joint pain,knee pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,hip joint pain,swelling joints,painful walking,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,swelling joints,painful walking,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,painful walking,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,stiff neck,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,muscle weakness,swelling joints,movement stiffness,painful walking,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,painful walking,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning movements,loss of balance,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss of balance,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,unsteadiness,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,loss of balance,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,,,,,,,,,,,,
Acne,pus filled pimples,blackheads,scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,blackheads,scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,scurring,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,skin rash,pus filled pimples,blackheads,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,bladder discomfort,foul smell of urine,continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,foul smell of urine,continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,bladder discomfort,continuous feel of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,skin peeling,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,inflammatory nails,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,yellow crust ooze,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,skin rash,high fever,blister,red sore around nose,,,,,,,,,,,,,,,,,,,,,,,,
